Titel,Datum,Ort,Link,Adresse,lat,lon,Datum/Uhrzeit
Burlesque Dinner Show mit Nita Bon Air,Sonntag um 18:00,Echtzeit,https://www.eventbrite.de/e/burlesque-dinner-show-mit-nita-bon-air-tickets-1097068815359?aff=ebdssbcitybrowse,Friesenstraße 33 50670 Köln,50.94081155,6.944299247770478,
Sinnvoller Sonntag,Sonntag um 11:00,Kadampa Meditationszentrum Köln,https://www.eventbrite.de/e/sinnvoller-sonntag-tickets-1114449100259?aff=ebdssbcitybrowse,Hohe Straße 14 50667 Köln,50.93452085,6.956360866548045,
HBR Press Webinar: Mindmasters,Dienstag um 13:00 GMT,Köln,https://www.eventbrite.co.uk/e/hbr-press-webinar-mindmasters-tickets-1092381565669?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
NASA’s CLPS Flight: Firefly Aerospace’s Blue Ghost Mission 1,Mittwoch um 01:11 EST,Köln,https://www.eventbrite.com/e/nasas-clps-flight-firefly-aerospaces-blue-ghost-mission-1-registration-1090188766949?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Hur vi prioriterar gemensamt innan...,"Fri, Jan 17, 12:00 PM GMT+1",Köln,https://www.eventbrite.com/e/hur-vi-prioriterar-gemensamt-innan-biljetter-1068012487099?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Avspark 2025,"Fri, Jan 17, 9:00 AM GMT+1",Köln,https://www.eventbrite.se/e/avspark-2025-registrering-1100321423999?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Business Ownership Summit: Mind Your Business,"Sat, Jan 25, 9:00 AM PST",Köln,https://www.eventbrite.com/e/business-ownership-summit-mind-your-business-tickets-1040233174427?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Introduktion i due diligence och CSDDD,"Tue, Jan 28, 2:00 PM GMT+1",Köln,https://www.eventbrite.se/e/introduktion-i-due-diligence-och-csddd-registrering-1113598325569?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Career Fair: Exclusive Tech Hiring Event-New Tickets Available,"Fri, Jan 31, 9:00 AM PST",Köln,https://www.eventbrite.com/e/career-fair-exclusive-tech-hiring-event-new-tickets-available-tickets-63049080497?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
February 2024 Job Market Trends + Recruiter Advice + Use AI Resume Tools!,"Wed, Feb 12, 12:00 PM PST",Köln,https://www.eventbrite.com/e/february-2024-job-market-trends-recruiter-advice-use-ai-resume-tools-tickets-1123129613909?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
HBR Press Webinar: Mindmasters,Dienstag um 13:00 GMT,Köln,https://www.eventbrite.co.uk/e/hbr-press-webinar-mindmasters-tickets-1092381565669?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
NASA’s CLPS Flight: Firefly Aerospace’s Blue Ghost Mission 1,Mittwoch um 01:11 EST,Köln,https://www.eventbrite.com/e/nasas-clps-flight-firefly-aerospaces-blue-ghost-mission-1-registration-1090188766949?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Hur vi prioriterar gemensamt innan...,"Fri, Jan 17, 12:00 PM GMT+1",Köln,https://www.eventbrite.com/e/hur-vi-prioriterar-gemensamt-innan-biljetter-1068012487099?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Avspark 2025,"Fri, Jan 17, 9:00 AM GMT+1",Köln,https://www.eventbrite.se/e/avspark-2025-registrering-1100321423999?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Business Ownership Summit: Mind Your Business,"Sat, Jan 25, 9:00 AM PST",Köln,https://www.eventbrite.com/e/business-ownership-summit-mind-your-business-tickets-1040233174427?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Introduktion i due diligence och CSDDD,"Tue, Jan 28, 2:00 PM GMT+1",Köln,https://www.eventbrite.se/e/introduktion-i-due-diligence-och-csddd-registrering-1113598325569?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
Career Fair: Exclusive Tech Hiring Event-New Tickets Available,"Fri, Jan 31, 9:00 AM PST",Köln,https://www.eventbrite.com/e/career-fair-exclusive-tech-hiring-event-new-tickets-available-tickets-63049080497?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
February 2024 Job Market Trends + Recruiter Advice + Use AI Resume Tools!,"Wed, Feb 12, 12:00 PM PST",Köln,https://www.eventbrite.com/e/february-2024-job-market-trends-recruiter-advice-use-ai-resume-tools-tickets-1123129613909?aff=ebdssbcitybrowse,Köln,50.938361,6.959974,
fi = altshift5 w/ Ross From Friends & Nonchalance,"Sat, Jan 18, 11:00 PM",fi,https://www.eventbrite.de/e/fi-altshift5-w-ross-from-friends-nonchalance-tickets-1111628573989?aff=ebdssbcitybrowse,Widdersdorfer Straße 246 50825 Köln,50.9482294,6.892987255703424,
Köln Concert 50,"Fri, Jan 24, 7:30 PM",Christuskirche am Stadtgarten,https://www.eventbrite.co.uk/e/koln-concert-50-tickets-1058311461069?aff=ebdssbcitybrowse,Dorothee-Sölle-Platz 5 50672 Köln,50.9438052,6.9385414,
BOLLYWOOD NIGHT - COLOGNE,"Fri, Jan 24, 10:00 PM",INCAVALL VIP CLUB,https://www.eventbrite.de/e/bollywood-night-cologne-tickets-1132485367219?aff=ebdssbcitybrowse,Hohenzollernring 88 50672 Köln,50.942009049999996,6.94071922216582,
Luca Vasta live in Köln,"Fri, Jan 31, 7:00 PM",Yard Club,https://www.eventbrite.de/e/luca-vasta-live-in-koln-tickets-1115930240389?aff=ebdssbcitybrowse,Neusser Landstraße 2 50735 Köln,50.9983334,6.9369933,
fi x Mano Le Tough & Jonathan Kaspar & Neue Wellen,"Sat, Feb 1, 11:00 PM",fi,https://www.eventbrite.de/e/fi-x-mano-le-tough-jonathan-kaspar-neue-wellen-tickets-1117731929289?aff=ebdssbcitybrowse,Widdersdorfer Straße 246 50825 Köln,50.9482294,6.892987255703424,
"Mobb Deep (Havoc, Big Noyd, DJ.L.E.S.) Live in Cologne","Fri, Feb 7, 7:00 PM",Reineke Fuchs,https://www.eventbrite.com/e/mobb-deep-havoc-big-noyd-djles-live-in-cologne-tickets-1052079667607?aff=ebdssbcitybrowse,Aachener Straße 50 50674 Köln,50.9366693,6.934992407112608,
The Taylor Party // Köln,"Sat, Feb 15, 6:00 PM",Diamonds Club,https://www.eventbrite.de/e/the-taylor-party-koln-tickets-1127307891249?aff=ebdssbcitybrowse,Hohenzollernring 90 50672 Köln,50.942116299999995,6.940759493274104,
"SingAlong Köln (Karnevalslieder), 25.02.2025","Tue, Feb 25, 8:00 PM",QUATER 1,https://www.eventbrite.de/e/singalong-koln-karnevalslieder-25022025-tickets-1058007883059?aff=ebdssbcitybrowse,Quatermarkt 1 50667 Köln,50.936763049999996,6.957436177246654,
fi = altshift5 w/ Ross From Friends & Nonchalance,"Sat, Jan 18, 11:00 PM",fi,https://www.eventbrite.de/e/fi-altshift5-w-ross-from-friends-nonchalance-tickets-1111628573989?aff=ebdssbcitybrowse,Widdersdorfer Straße 246 50825 Köln,50.9482294,6.892987255703424,
Köln Concert 50,"Fri, Jan 24, 7:30 PM",Christuskirche am Stadtgarten,https://www.eventbrite.co.uk/e/koln-concert-50-tickets-1058311461069?aff=ebdssbcitybrowse,Dorothee-Sölle-Platz 5 50672 Köln,50.9438052,6.9385414,
BOLLYWOOD NIGHT - COLOGNE,"Fri, Jan 24, 10:00 PM",INCAVALL VIP CLUB,https://www.eventbrite.de/e/bollywood-night-cologne-tickets-1132485367219?aff=ebdssbcitybrowse,Hohenzollernring 88 50672 Köln,50.942009049999996,6.94071922216582,
Luca Vasta live in Köln,"Fri, Jan 31, 7:00 PM",Yard Club,https://www.eventbrite.de/e/luca-vasta-live-in-koln-tickets-1115930240389?aff=ebdssbcitybrowse,Neusser Landstraße 2 50735 Köln,50.9983334,6.9369933,
fi x Mano Le Tough & Jonathan Kaspar & Neue Wellen,"Sat, Feb 1, 11:00 PM",fi,https://www.eventbrite.de/e/fi-x-mano-le-tough-jonathan-kaspar-neue-wellen-tickets-1117731929289?aff=ebdssbcitybrowse,Widdersdorfer Straße 246 50825 Köln,50.9482294,6.892987255703424,
"Mobb Deep (Havoc, Big Noyd, DJ.L.E.S.) Live in Cologne","Fri, Feb 7, 7:00 PM",Reineke Fuchs,https://www.eventbrite.com/e/mobb-deep-havoc-big-noyd-djles-live-in-cologne-tickets-1052079667607?aff=ebdssbcitybrowse,Aachener Straße 50 50674 Köln,50.9366693,6.934992407112608,
The Taylor Party // Köln,"Sat, Feb 15, 6:00 PM",Diamonds Club,https://www.eventbrite.de/e/the-taylor-party-koln-tickets-1127307891249?aff=ebdssbcitybrowse,Hohenzollernring 90 50672 Köln,50.942116299999995,6.940759493274104,
"SingAlong Köln (Karnevalslieder), 25.02.2025","Tue, Feb 25, 8:00 PM",QUATER 1,https://www.eventbrite.de/e/singalong-koln-karnevalslieder-25022025-tickets-1058007883059?aff=ebdssbcitybrowse,Quatermarkt 1 50667 Köln,50.936763049999996,6.957436177246654,
KULINARISCHE WELTREISE IN KÖLN MIT SHARING PLATE FOOD TOURS,Samstag um 13:00 + 14 more,Hahnentor,https://www.eventbrite.de/e/kulinarische-weltreise-in-koln-mit-sharing-plate-food-tours-tickets-528699262727?aff=ebdssbcitybrowse,"Genaue Infos werden 1-2 Tage vor Veranstaltungsbeginn per Email versendet Hahnentor, Rudolfplatz, Köln, Deutschland 50674 Köln",,,
Wein Seminar - FRANZÖSICHE WEINVIELFALT - SÜDFRANKREICH & RHONE ENTDECKEN,"Fri, Jan 17, 6:00 PM",Die Weinstrasse | Ihr Weinladen in der Kölner Südstadt | Weinhandlung & Weingeschäft Köln-Süd,https://www.eventbrite.de/e/wein-seminar-franzosiche-weinvielfalt-sudfrankreich-rhone-entdecken-tickets-1110056993349?aff=ebdssbcitybrowse,Sachsenring 38 50677 Köln,50.92393345,6.9535005173590045,
Kakao Yoga (Kakaozeremonie) in Köln,"Sat, Jan 18, 2:45 PM + 2 more",Friesenstraße 50,https://www.eventbrite.de/e/kakao-yoga-kakaozeremonie-in-koln-tickets-1045408935267?aff=ebdssbcitybrowse,Friesenstraße 50 50670 Köln,50.940773300000004,6.942445694999998,
Gin Tasting,"Sat, Jan 18, 4:00 PM + 5 more",The Bär,https://www.eventbrite.de/e/gin-tasting-tickets-1041732388617?aff=ebdssbcitybrowse,Thebäerstraße 10 50823 Köln,50.94692645,6.921565508646312,
Kitchen Talks,"Mon, Feb 3, 6:30 PM",Minsu Restaurant Köln,https://www.eventbrite.de/e/kitchen-talks-tickets-1137303047029?aff=ebdssbcitybrowse,Mindener Straße 2 ecke 50679 Köln,,,
Black Sisters Unite- Germany *Cologne edition*: Boozy Brunch,"Sat, Feb 8, 12:00 PM",Café Gretchen,https://www.eventbrite.de/e/black-sisters-unite-germany-cologne-edition-boozy-brunch-tickets-1136148493729?aff=ebdssbcitybrowse,Aachener Straße 547 50933 Köln,50.937009,6.897108508196721,
"Rosenmontagszug-Tribünenplätze inkl. Catering, Moderation, Toilette u.s.w.","Mon, Mar 3, 12:00 PM",Latif's - Frontcooking & Bar,https://www.eventbrite.de/e/rosenmontagszug-tribunenplatze-inkl-catering-moderation-toilette-usw-tickets-1079059569219?aff=ebdssbcitybrowse,Hohenzollernring 22-24 50672 Köln,50.93792929999999,6.939671325105882,
PAPPNASSEN PARTY,"Mon, Mar 3, 11:00 AM",Quater 1,https://www.eventbrite.de/e/pappnassen-party-tickets-886046748677?aff=ebdssbcitybrowse,Quatermarkt 50667 Köln,50.9368794,6.957436981718319,
KULINARISCHE WELTREISE IN KÖLN MIT SHARING PLATE FOOD TOURS,Samstag um 13:00 + 14 more,Hahnentor,https://www.eventbrite.de/e/kulinarische-weltreise-in-koln-mit-sharing-plate-food-tours-tickets-528699262727?aff=ebdssbcitybrowse,"Genaue Infos werden 1-2 Tage vor Veranstaltungsbeginn per Email versendet Hahnentor, Rudolfplatz, Köln, Deutschland 50674 Köln",,,
Wein Seminar - FRANZÖSICHE WEINVIELFALT - SÜDFRANKREICH & RHONE ENTDECKEN,"Fri, Jan 17, 6:00 PM",Die Weinstrasse | Ihr Weinladen in der Kölner Südstadt | Weinhandlung & Weingeschäft Köln-Süd,https://www.eventbrite.de/e/wein-seminar-franzosiche-weinvielfalt-sudfrankreich-rhone-entdecken-tickets-1110056993349?aff=ebdssbcitybrowse,Sachsenring 38 50677 Köln,50.92393345,6.9535005173590045,
